rank,name,aggregateScore,sector,description,Deck Score,spelling_and_grammar,structure,clarity,length,startup Score,team,market,traction,hasEmail,founders,number of founders,timestamp
434,Teamco,36.68181818181819,health_and_wellness,"Teamco is a social ecosystem that turns ordinary users into brand ambassadors, rewarding them for social activities and physical activity.",77.80909090909091,98.54545454545455,100,54,0,26.400000000000002,61,0,10,True,"Vadim Biletsky, Konstantin Maltsev, Ekaterina Okunskaya",3,2024-02-27 14:33:52
435,Thuto.AI,36.598,education_technology,Thuto.AI is an AI-powered tool that provides instant math problem solving and explanations.,69.39,98.2,65,35,80,28.400000000000002,61,10,0,True,"Mohau Mbangela, Tebogo Selahle",2,2024-02-27 14:33:52
436,FIRA,36.542,financial_inclusion,"FIRA is a finance app for entrepreneurs and SMEs, providing digitalization of tasks and processes, efficiency, time saving and financial transparency.",77.11,99.3,74,55,80,26.400000000000002,61,0,10,True,"Marko Jurjević, Damir Kovačević, Zvonimir Relja",3,2024-02-27 14:33:52
437,ProspHER,36.53,education_technology,ProspHER is an edtech platform that helps women achieve their business and career aspirations 10X quicker.,77.05,95,78,37,90,26.400000000000002,61,0,10,True,Serena Fordham,1,2024-02-27 14:33:52
438,Fornax,36.46666666666667,other,"Fornax provides instant, AI-driven feedback on pitch decks, offering actionable suggestions on language, presentation, and aesthetics.",84.73333333333333,99.16666666666667,83,56,100,24.400000000000002,61,0,0,False,"David, Sharie, Jose",3,2024-02-27 14:33:52
439,Clem,36.42,other,"Clem is reimagining property viewings by integrating with marketplaces and providing on-demand, pay-per-use services.",60.5,95,83,0,0,30.400000000000002,61,10,10,True,"Dhiren Gami, Oliver Nicolini",2,2024-02-27 14:33:52
440,Punk City,36.25571428571429,other,"Punk City is a GameFi Hub based on Telegram and powered by TON blockchain, uniting web 3 games with a universal wallet and $PUNK token.",75.67857142857143,99.14285714285714,70,49,90,26.400000000000002,61,0,10,False,"George Lozovsky, Nikita Misharin",2,2024-02-27 14:33:52
441,Do They Sell It,36.113076923076925,other,"Do They Sell It is a platform that helps customers find specific products and services, providing businesses with additional revenue.",82.96538461538461,98.07692307692308,91,19,100,24.400000000000002,61,0,0,True,"Joe Drinkwater, Daniel Pace",2,2024-02-27 14:33:52
442,Relotech,36.112500000000004,underrepresented_founders,Relotech is a govtech platform for expats and locals that solves the main problems associated with relocation and community-building across many countries.,74.9625,96.5625,78,51,60,26.400000000000002,61,0,10,False,Daniil,1,2024-02-27 14:33:52
443,Martee's,36.11000000000001,other,Martee's is building a next-generation demand forecasting platform for grab-&-go food businesses using AI.,74.95,100,91,43,20,26.400000000000002,61,0,10,True,"Harry Slagel, Lucy Adams, Pedro Lourenço",3,2024-02-27 14:33:52
444,Ceemo,36.06,education_technology,Ceemo uses AI to create strategic branding and marketing materials for startups.,74.7,95,91,48,20,26.400000000000002,61,0,10,True,"Heather Lawver, Jake Rosenhaft",2,2024-02-27 14:33:52
445,FileMarket Labs,36.040000000000006,other,"FileMarket Labs is a decentralized P2P file-sharing protocol & platform for storing, transferring & trading any files or digital goods.",74.6,95,65,54,100,26.400000000000002,61,0,10,False,"Ilya Orlov, Michael Korolev",2,2024-02-27 14:33:52
446,Gruuvv,35.934705882352944,underrepresented_founders,Gruuvv is an entertainment marketplace that connects customers with a curated list of talented DJs for their events.,70.0735294117647,99.11764705882354,78,35,40,27.4,26,10,65,True,"Adjoa Edzie, Ama Edzie, Felicité Cesaire",3,2024-02-27 14:33:52
447,unplugged,35.910000000000004,health_and_wellness,Unplugged offers off-grid cabins for busy people to unplug from their devices and experience a digital detox.,73.95,100,65,43,100,26.400000000000002,61,0,10,True,"Hector Hughes, Ben Elliott",2,2024-02-27 14:33:52
448,ACQ.SERVICES,35.82294117647059,planet_positive,"ACQ.SERVICES is a digitalization platform for Italian SMEs, combining management software, accountant services, and labor consultancy in an e-commerce platform for businesses that want to become eco-friendly.",73.51470588235294,95.82352941176471,91,59,0,26.400000000000002,61,0,10,True,"Gabriele Kokoli, Silvester Kokoli, Giovanni Passarini",3,2024-02-27 14:33:52
449,Cliques,35.82000000000001,underrepresented_founders,Cliques is a social network that connects people through shared passions and fosters authentic relationships.,83.1,95,91,34,90,24,30,30,0,True,"Gregorie Sylvester, Mezena Okeh, Ocean Waring",3,2024-02-27 14:33:52
450,Veck,35.800000000000004,financial_inclusion,Veck is a data-mining SaaS tool for investment professionals that uncovers early-stage investment opportunities.,73.4,98,74,22,90,26.400000000000002,61,0,10,False,"Igor Studennikov, Slava Rodriguez, Anna Studennikova",3,2024-02-27 14:33:52
451,Billingrails,35.78,financial_inclusion,Billingrails is a billing management platform designed to power billing-related operations for businesses.,65.3,95,83,32,0,28.400000000000002,61,10,0,True,"Nkenu Timothy, Ugochukwu Nneji, Opeyemi John",3,2024-02-27 14:33:52
452,Avolve Nordic,35.78,other,Avolve Nordic is a startup that offers intelligent heated clothing for a comfortable and convenient experience in cold weather.,74.9,95,74,46,80,26,0,65,0,False,"Devonté Jones, Heini Simpanen, Rosa Savolainen",3,2024-02-27 14:33:52
453,Red Doors,35.67,health_and_wellness,RedDoors is a mid-term rental platform for healthcare professionals seeking safe and affordable housing options.,90.35,100,96,59,90,22,0,50,10,True,Kimberly Bottger,1,2024-02-27 14:33:52
454,KloutMachine,35.52,education_technology,"KloutMachine democratizes Name, Image, and Likeness (NIL) for athletes, providing exposure and a direct pathway to monetization.",72,95,91,50,0,26.400000000000002,61,0,10,True,"Somto Akaeze, Noah Weisblat",2,2024-02-27 14:33:52
455,Sugar Wallet,35.50000000000001,financial_inclusion,"Sugar Wallet is a fintech startup that turns savings into gold starting from $1, ₹10, 10 TL.",71.9,98.75,83,51,20,26.400000000000002,61,0,10,True,"Devrath Soni, Ankur Jalan",2,2024-02-27 14:33:52
456,Career-Key,35.39,education_technology,"Career-Key is an AI-driven platform that generates personalized career roadmaps for students based on their interests, skills, and career aspirations.",75.35,85,78,69,60,25.4,26,10,55,True,Mahamud,1,2024-02-27 14:33:52
457,Uktob.ai,35.328235294117654,education_technology,"Uktob.ai is building advanced autonomous agents for the Middle East & Northern Africa, focusing on Arabic language AI.",71.04117647058824,99.70588235294117,74,54,40,26.400000000000002,61,0,10,True,"Kareem Ayyad, Emad Ayyad",2,2024-02-27 14:33:53
458,FreePass,35.27,education_technology,"FreePass is a platform providing borderless, boundless distribution and access to curated information across Africa.",70.75,95,87,55,0,26.400000000000002,61,0,10,True,"Chimdi Chiezukwa, Lionel O., Adegbite Olawale",3,2024-02-27 14:33:53
459,OmniAl,35.02466666666667,education_technology,OmniAl is a suite of AI-based tools empowering users to craft and customise content.,77.52333333333333,98.86666666666666,87,15,80,24.400000000000002,61,0,0,True,Shivam Selam,1,2024-02-27 14:33:53
460,SPOON.SAVER,34.97666666666667,health_and_wellness,"SPOON.SAVER is a quantum enabled, AI (deep learning) SaaS platform for Healthcare.",85.28333333333335,99.16666666666667,91,33,100,22.4,26,30,0,True,Nadeen Kassem,1,2024-02-27 14:33:53
461,Binge Island LLC,34.970000000000006,other,Binge Island is a subscription web design service that builds and maintains websites for an affordable monthly price.,69.25,95,78,55,20,26.400000000000002,61,0,10,True,Brian Lawrence,1,2024-02-27 14:33:53
462,Career Copilot Tech,34.81,other,"Career Copilot Tech is an AI-powered career assistant for job search, probationary period, and career development of highly skilled professionals.",68.45,95,65,73,40,26.400000000000002,61,0,10,False,"Mikhail Paslauski, Petr Gavrilov, Pavel Rasputin",3,2024-02-27 14:33:53
463,Floog,34.78,planet_positive,"Floog is revolutionising air mobility with sustainable, on-demand air charter services.",84.3,95,91,52,80,22.4,26,30,0,True,David McAdam,1,2024-02-27 14:33:53
464,SpaceCrop,34.760000000000005,planet_positive,SpaceCrop is building smart-irrigated farms through space and AI.,80.2,95,78,48,100,23.4,26,0,65,True,Mary Grace Gasco,1,2024-02-27 14:33:53
465,Precept,34.442,other,"Precept is building an AI copilot for sales teams at B2B software startups, aiming to increase win rate, sales velocity and create happier salespeople.",82.61,99.8,83,61,80,22.4,26,30,0,False,"Ryan Bright, John Babatola",2,2024-02-27 14:33:53
466,One Driver App,34.190000000000005,other,"One Driver App is a comprehensive tool for independent operators in private transportation, providing a clear value proposition based on a subscription business model.",73.35,95,70,69,60,24.400000000000002,61,0,0,False,"Gary Jackson, Ron Zeghibe",2,2024-02-27 14:33:53
467,LEET,33.95,other,"LEET is a platform that addresses the challenges of finding players & teams for sports, providing a comprehensive suite of services and gamifying the user experience.",84.15,95,91,41,90,21.4,26,0,55,False,"Daniel Muscat, Andrew Cachia, Ray Bartolo",3,2024-02-27 14:33:53
468,SPYINT,33.730000000000004,underrepresented_founders,SPYINT is a cybersecurity company that provides protection against data breaches and cyber threats for brands and individuals.,71.05,75,65,57,100,24.400000000000002,61,0,0,True,,0,2024-02-27 14:33:53
469,Travalab,33.709411764705884,health_and_wellness,"Travalab provides mobile phlebotomy services nationwide, bridging diagnostic labs & clinical trials with in-home phlebotomy services.",74.94705882352942,98.23529411764706,83,52,40,23.4,26,0,65,True,"Naweed Zemaryalai, Khizer Hayat",2,2024-02-27 14:33:53
470,Toggle.Stories,33.45533333333334,education_technology,Toggle.Stories is transforming the way children learn with AI technology by empowering learning through individually crafted stories that engage learning and ethical values.,87.27666666666669,97.13333333333334,100,39,80,20,0,50,0,False,Alistair Parsons,1,2024-02-27 14:33:53
471,BlastBot,33.45,financial_inclusion,"BlastBot is a trading bot that simplifies asset trading on Blast, providing a secure and convenient trading environment.",69.65,95,65,61,60,24.400000000000002,61,0,0,False,"Casey, Emadex, Dan, VsCode1, Mary",5,2024-02-27 14:33:53
472,Metamrphosis Fresh Fields,33.364117647058826,education_technology,Metamrphosis Fresh Fields is an AgriTech startup that provides online agricultural education to small-scale farmers.,78.82058823529411,95.3529411764706,91,55,40,22,0,50,10,True,"Monica Kangwa, Kapambwe Munyoro, Nellia Daka",3,2024-02-27 14:33:53
473,Sketch Force,33.31,education_technology,"Sketch Force is solving the creator supply problem for the world's biggest video games, starting with Roblox.",60.95,95,74,33,0,26.400000000000002,61,0,10,True,"Neil Johnston, Matthew Clifton, Glenn Corpes",3,2024-02-27 14:33:53
474,eHemp House,33.260000000000005,planet_positive,"eHemp House is driving a green industrial revolution in Africa through organic farming, hemp development, and agricultural technology.",74.3,95,83,72,20,23,0,30,55,True,,0,2024-02-27 14:33:53
475,FINACU,33.21857142857143,financial_inclusion,"FINACU is an AI-powered app that helps young adults in Pakistan with financial literacy, budgeting, and early-stage investments.",68.49285714285713,97.71428571428571,61,33,90,24.400000000000002,61,0,0,False,"Muhammad Zubair, Hajira Naveed, Abdul Aziz",3,2024-02-27 14:33:53
476,Owanga,33.117037037037036,planet_positive,"Owanga is unlocking Africa's energy potential by providing clean, affordable, and sustainable energy solutions.",67.98518518518519,99.92592592592592,78,60,0,24.4,26,30,10,False,"Benedict Owanga, Chinelo Adi",2,2024-02-27 14:33:53
477,Convey Guru,33.09,other,Convey Guru is an AI-driven platform designed to streamline communication and administrative tasks for legal professionals.,59.85,95,70,39,0,26.400000000000002,61,0,10,True,"Daulet Akizhanov, Aibek Sarimbekov",2,2024-02-27 14:33:53
478,hati,33.06,health_and_wellness,"hati is a dating app for intentional daters, where every match turns into a date.",79.7,95,83,28,100,21.4,26,0,55,True,Zaahirah Adam,1,2024-02-27 14:33:53
479,Sproutly,33.00941176470589,,Sproutly is a mobile app that helps families and friends stay connected and updated about each other's lives.,67.44705882352942,98.23529411764706,65,62,40,24.400000000000002,61,0,0,True,Alex Novick,1,2024-02-27 14:33:53
480,biotactical,32.95,health_and_wellness,biotactical is developing the fastest sterility test on the market using bioluminescence technology.,52.75,95,57,35,0,28,60,10,0,True,"Justin Chotoe, Krishna Sheombar Sing",2,2024-02-27 14:33:53
481,Mighty Slice,32.86,health_and_wellness,"Mighty Slice is a protein-rich, low-sugar dessert company offering indulgent, ready-to-eat single slices.",70.7,95,83,48,20,23.4,26,0,65,False,"Emily Tout, Jamie Cumming, Reece James",3,2024-02-27 14:33:54
482,Storie.ai,32.74250000000001,education_technology,"Storie.ai empowers learning through individually crafted stories that engage learning, diversity and ethical values, transforming the way children learn with AI technology.",83.7125,96.5625,100,36,60,20,0,50,0,False,Alistair Parsons,1,2024-02-27 14:33:54
483,FYRE,32.650000000000006,other,"FYRE is a global entertainment marketplace connecting consumers, celebrities, and brands through live experiences.",57.65,95,65,41,0,26.400000000000002,61,0,10,False,"Billy McFarland, Ja Rule",2,2024-02-27 14:33:54
484,FIZEN,32.50000000000001,financial_inclusion,"FIZEN is a unified aggregator of banks' APIs providing industry-specific solutions, widgets, and plugins. It also provides technology and solutions within Self-Sovereign Identity, Decentralized Finance and its products, Non-Fungible Tokens and Non-custodial wallets.",56.9,95,65,36,0,26.400000000000002,61,0,10,False,"Maciej Krasowski, Joanna Mamczur, Maciej Zasadziński",3,2024-02-27 14:33:54
485,Kipsy,32.39153846153846,other,"Kipsy is an AI-powered meeting assistant for busy sales teams, providing transcription, analysis, and CRM integration.",80.3576923076923,99.53846153846153,78,43,100,20.4,26,20,10,True,"Tyler Manning, Hunter Thompson",2,2024-02-27 14:33:54
486,"National Cancer Screen, LLC",32.36,health_and_wellness,"National Cancer Screen, LLC is a lab for early detection and monitoring of all types of cancer.",80.2,95,96,68,20,20.4,26,20,10,True,"Paul D. Hamilton, Ronald R. Kuczer",2,2024-02-27 14:33:54
487,Lulu Light,32.150000000000006,health_and_wellness,Lulu Light is an app that uses special light frequencies and unique sleep sounds to induce a deep sleep.,80.75,95,74,65,100,20,0,50,0,True,Ross Ducat,1,2024-02-27 14:33:54
488,Dropbox,32.10176470588236,other,"Dropbox is a platform that keeps files in sync across computers, backed up, accessible from anywhere, and easy to share.",62.90882352941176,99.29411764705883,57,57,40,24.400000000000002,61,0,0,False,"Drew Houston, Arash Ferdowsi",2,2024-02-27 14:33:54
489,Cascara Energy,31.97818181818182,planet_positive,"Cascara Energy is a company that provides customers with reliable, scalable, secure and clean energy by recovering anthropogenic heat and utilizing it for hot water, space heating, and industrial processes.",55.89090909090909,97.95454545454545,57,52,0,26,0,65,0,False,Robert Croghan,1,2024-02-27 14:33:54
490,Alproval,31.96,other,"Alproval is an AI validation platform that combines real-time model validation, ethical compliance, and federated learning.",63.8,95,65,22,60,24,30,30,0,True,"Shreya Gupta, Divesh Manglani",2,2024-02-27 14:33:54
491,ALVI Labs,31.923846153846153,health_and_wellness,"ALVI Labs is developing a home-based, affordable, and engaging system for stroke survivors to regain finger movements using biofeedback and VR.",86.01923076923076,98.84615384615384,83,65,100,18.4,26,20,0,True,"Aleksandr Kovalev, Anna Makarova",2,2024-02-27 14:33:54
492,Bloomy,31.875000000000004,other,Bloomy is an AI platform that creates mobile apps from just a description.,61.775,98.125,57,51,40,24.400000000000002,61,0,0,True,"Aleks Litovchenko, Sasha Karpov",2,2024-02-27 14:33:54
493,Griot Kitchen,31.870000000000005,underrepresented_founders,"Griot Kitchen is a culinary platform exploring African food stories and flavors through the lens of professional chefs, home cooks, and elders.",61.75,95,39,55,100,24.400000000000002,61,0,0,False,"Hazaud Regis Gnaly, Ivan Kilama",2,2024-02-27 14:33:54
494,WORCA,31.85,other,WORCA is a global salary payment platform with the best global recruiting experience.,77.65,95,78,71,60,20.4,26,20,10,True,"Tiwen Lin, Chiayu Wu",2,2024-02-27 14:33:54
495,KidsPod,31.736666666666668,education_technology,KidsPod is a kid-friendly and safe podcast app for kids aged 3-13.,90.68333333333334,98.41666666666667,100,40,100,17,0,10,65,True,"Jessica Ray, Rebecca Zabawa, Rachel Lacy",3,2024-02-27 14:33:54
496,ReMake,31.57,planet_positive,ReMake is a second-hand material marketplace platform focusing on reducing construction waste.,92.25,95,100,55,100,16.4,26,10,10,True,"Ozge Aygunoglu, Kieron O'Sullivan",2,2024-02-27 14:33:54
497,Quantum Light,31.47030303030303,planet_positive,"Quantum Light aims to revolutionize the world of color by creating paints, dyes, coatings and inks that harness the optical qualities of quantum dots.",67.75151515151515,96.75757575757575,83,46,0,22.4,26,30,0,True,"Olga Alexopoulou, Jason Hartlove, Alex Sifniotis, Saki Georgiadis",4,2024-02-27 14:33:54
498,ACCESS,31.28,other,ACCESS helps companies make easy data-driven decisions with AI.,76.4,85,78,46,90,20,0,50,0,True,"Tomás Suarez, Francisco Higuera L.",2,2024-02-27 14:33:54
499,AbilityEx,31.14,education_technology,AbilityEx helps companies build exceptional non-tech teams through their Skill Assessment & Verification Platform.,79.7,95,83,38,90,19,35,0,25,True,Bhawana Singh,1,2024-02-27 14:33:54
500,Prift,30.07,financial_inclusion,Prift is a financial wellbeing platform enabling businesses to support their employees' financial needs.,84.75,95,100,45,60,16.4,26,10,10,True,"Oliver Dix, Sam Morgan",2,2024-02-27 14:33:54
501,AirBed&Breakfast,29.931428571428576,other,A web platform where users can rent out their space to host travelers.,84.05714285714286,98.78571428571429,83,62,90,16.4,26,10,10,True,"Joe Gebbia, Brian Chesky, Nathan Blecharcyk",3,2024-02-27 14:33:54
502,Clous,29.740000000000002,other,Clous is a recruitment platform that leverages AI to streamline the hiring process.,83.1,100,83,54,90,16.4,26,10,10,True,Alvaro Villalba Perez,1,2024-02-27 14:33:54
503,Timeless Biotech,29.52740740740741,health_and_wellness,Timeless Biotech is developing a menopause predicting tool using a single blood draw test result.,71.63703703703705,99.18518518518519,91,42,0,19,0,20,55,False,"Kiran Kumar, Felix Tajanko",2,2024-02-27 14:33:54
504,MedChain,29.33666666666667,health_and_wellness,MedChain is a blockchain-based platform that integrates with any EMR/health information system to receive patient information from any source and ingest it into the existing system.,86.68333333333334,94.16666666666667,91,49,100,15,0,10,55,False,"Abedullah Al-Rammahi, Aimen Wallou",2,2024-02-27 14:33:54
505,InHouse Health,29.18,health_and_wellness,"InHouse Health implements clinically led, evidence-based, data-informed workplace health and wellbeing solutions for digital tech organizations.",80.3,99.5,83,46,80,16.4,26,10,10,False,Emma-Louise Fusari,1,2024-02-27 14:33:55
506,SKIO MUSIC,28.770000000000003,other,SKIO Music is a community-powered e-commerce platform for music creators.,87.85,100,91,59,90,14,0,30,10,True,"Zohar Amouyal, Omri Amouyal",2,2024-02-27 14:33:55
507,Pioneering People,28.590000000000003,financial_inclusion,"Pioneering People is a match-making platform for the gig economy, empowering workers with higher wages and instant pay.",70.95,95,70,13,100,18,0,40,10,True,Rita Kastrati,1,2024-02-27 14:33:55
508,Eco Burial Chambers,28.509999999999998,planet_positive,Eco Burial Chambers offers sustainable foundations and burial chambers for environmentally conscious burial options.,76.95,85,83,23,100,16.4,26,10,10,True,Alex Morgan,1,2024-02-27 14:33:55
509,Peach,28.33,health_and_wellness,"Peach is transforming the way we buy food by creating a powerful shopping assistant that provides transparent information on grocery products, personalized insights on past purchases, healthier alternative recommendations, and a personalized experience based on food preference.",84.05,98.75,83,52,100,14.4,26,10,0,False,"Ivo Pires, Caitlin Trigg, Marcin Kobylarz",3,2024-02-27 14:33:55
510,ELMED Life Sciences,28.296666666666667,health_and_wellness,"ELMED Probiotics is a leading contract manufacturer and R&D provider for global healthcare companies, specializing in probiotics.",69.48333333333333,99.16666666666667,57,41,100,18,0,40,10,True,"Pruthivin Reddy, Nikhil Konkathi",2,2024-02-27 14:33:55
511,Newnorm,28.28,planet_positive,Newnorm is building a portable supercomputer that eliminates the need for multiple devices.,79.8,97,74,76,80,15.4,26,0,25,False,"Fady, Alina, Daniel",3,2024-02-27 14:33:55
512,New Day Therapeutics,28.216,health_and_wellness,"New Day Therapeutics provides AI-based care, daily data, and dosage control for PTSD treatment.",75.48,98.4,78,32,80,16.4,26,10,10,True,"Steve Barns, James Neuenschwander, Marc Clemente, Jordan Kurth, Mary Jones, Frank Peacock",6,2024-02-27 14:33:55
513,buybill,28.212500000000006,financial_inclusion,buybill is a platform that solves the productivity crisis for small and medium sized businesses.,83.4625,99.0625,91,61,60,14.4,26,10,0,True,Dan Jacobs,1,2024-02-27 14:33:55
514,AIR AWARE LABS,28.01,health_and_wellness,AIR AWARE LABS provides personalised health insights from air pollution data.,76.05,95,91,57,20,16,0,40,0,False,"Dr William Hicks, Louise Thomas",2,2024-02-27 14:33:55
515,Bonded,27.916666666666664,underrepresented_founders,Bonded is a mobile app that helps users organize relationship or self evidence for immigration purposes.,73.98333333333333,97.66666666666667,87,73,0,16.4,26,0,30,True,"Glen Cameron, Tatiana Selezneva",2,2024-02-27 14:33:55
516,Munakyalo Agrofresh,27.85,planet_positive,Solar-powered cold storage stations for smallholder farmers.,83.25,95,91,45,80,14,0,30,10,True,"Ronald Lwasa, Mugaiga",2,2024-02-27 14:33:55
517,FateDate,27.79,health_and_wellness,"FateDate is a next-gen online dating platform, seamlessly blending the online and in-person dating experience.",73.35,95,70,39,90,16.4,26,10,10,True,"Liam Gibson, Sathish Babu, Helen Evans",3,2024-02-27 14:33:55
518,Weather It Is,27.77307692307693,planet_positive,"Weather It Is is developing a more accurate, extended weather forecast to reduce financial and societal costs related to climate events.",81.26538461538462,99.07692307692308,74,63,100,14.4,26,10,0,False,"Motti Oren, Barry Lynn",2,2024-02-27 14:33:55
519,Fate Date,27.759999999999998,health_and_wellness,"Fate Date is a next-gen online dating platform, seamlessly blending the online and in-person dating experience.",73.2,95,70,38,90,16.4,26,10,10,True,"Liam Gibson, Sathish Babu, Helen Evans",3,2024-02-27 14:33:55
520,klip Global,27.75,health_and_wellness,"klip Global is a holistic, personalized, preventative, restorative and transformative, expert-driven solution for employee wellbeing, development and business resilience.",81.15,99,87,39,80,14.4,26,10,0,True,Dr. Sridevi Kalidindi,1,2024-02-27 14:33:55
521,DirtLink,27.700000000000003,planet_positive,"DirtLink is an innovative platform for the earthworks and agriculture industries, offering eco-friendly solutions for local material exchange and equipment connections.",88.9,99.5,87,80,90,12.4,26,0,10,True,"Tyron McHarry, Jake Cairns",2,2024-02-27 14:33:55
522,Thefacebook.com,27.340000000000003,education_technology,"Thefacebook.com is an online directory that connects students, alumni, faculty and staff through social networks at colleges and universities.",64.7,95,74,58,0,18,0,40,10,True,Eduardo Saverin,1,2024-02-27 14:33:55
523,BookSee,27.29692307692308,education_technology,"BookSee is a book reading helper that allows users to capture text with a camera or input it directly, add notes, and share them with a community or store them privately.",78.88461538461539,96.92307692307692,74,50,100,14.4,26,10,0,False,Nick Skrypchenko,1,2024-02-27 14:33:55
524,GRRO,27.130909090909093,other,"GRRO is a podcast marketing platform that helps businesses and media organizations reach sympathetic audiences, maximizing campaign impact.",78.05454545454545,93.77272727272727,100,62,0,14.4,26,10,0,True,"Ezo Saleh, Aisha Yusaf",2,2024-02-27 14:33:55
525,HomeGuard,26.980000000000004,,"HomeGuard provides a smart lock system, LockGuard, designed for dorms and apartments, offering features like burglar detection, lock reminder, alarm system, and keypad.",70.9,99,65,44,80,16,0,40,0,True,"Anjo Therattil, Rohit Bellam, James Machado, Angelyna Graniero, Sricharan Guddanti, Samantha Donahue, Frank Zizzo",7,2024-02-27 14:33:55
526,Carolina Fashion International,26.96764705882353,other,Carolina Fashion International designs and sells eco-friendly clothing made of environmentally friendly fashion materials through their online e-commerce website.,77.23823529411764,86.94117647058823,87,69,40,14.4,26,10,0,True,"N.Kulandaivel, Parvathi N",2,2024-02-27 14:33:55
527,Elmed,26.846666666666668,health_and_wellness,Elmed is a startup focused on developing probiotic solutions to enhance the daily wellness of people and pets across the globe.,70.23333333333333,99.16666666666667,48,76,100,16,0,40,0,False,Pruthivin,1,2024-02-27 14:33:55
528,Lenkie,26.52666666666667,financial_inclusion,"Lenkie is a financial operations platform for fast-growth SMEs, providing cash flow management, loans, and analytics tools.",67.03333333333335,99.66666666666667,57,44,80,16.4,26,0,30,False,Sanjeev Jeyakumar,1,2024-02-27 14:33:55
529,Not Available,26.42,other,Not Available,34.5,97.5,30,0,0,24.400000000000002,61,0,0,True,Alexander Patton,1,2024-02-27 14:33:56
530,Oviva Blends,25.990000000000002,health_and_wellness,"Oviva Blends is a startup offering a ready-to-drink egg-based protein drink made from natural and sustainable sources of protein, available in exciting fruity flavors.",69.95,85,57,73,90,15,0,30,15,False,,0,2024-02-27 14:33:56
531,vnfty,25.970000000000002,other,vnfty is a futuristic NFT platform that adds value and utility to NFTs.,81.85,85,91,39,90,12,0,30,0,True,Vara Prasad Satti,1,2024-02-27 14:33:56
532,Parakeet,25.928571428571427,financial_inclusion,Parakeet is a software that powers the next generation of billion-dollar contractors.,89.64285714285714,99.21428571428571,100,42,90,10,0,20,10,True,Jowanza Joseph,1,2024-02-27 14:33:56
533,Rest Space,25.8,health_and_wellness,"Rest Space provides a modular, hygienic, and private space for employees to rest and rejuvenate at work, improving productivity and wellbeing.",93,95,100,70,90,9,0,10,25,True,"Kate Mulligan, Supa Chantschool",2,2024-02-27 14:33:56
534,Zen Meraki,25.65764705882353,other,Zen Meraki is a digital technology product designed to make work and life easier by providing a comprehensive platform that leverages cutting-edge technology for small boutique owners and independent designers.,70.68823529411765,97.94117647058823,74,54,40,14.4,26,10,0,False,"Ajay Raj, Venugopal KJ, Aswin Sivadas",3,2024-02-27 14:33:56
535,OmniAl.Club,25.42923076923077,education_technology,OmniAl.Club is a platform offering custom-designed AI tools for India's diverse populace.,85.54615384615384,99.23076923076923,87,48,100,10.4,26,0,0,True,Shivam Selam,1,2024-02-27 14:33:56
536,Scout Decision,25.39,other,Scout Decision offers a decision support model fueled by data analytics for sports organizations.,70.95,95,70,33,80,14,0,30,10,False,"Dinis Cardoso, Isaac Felizardo, José Fonseca, Miguel Gouveia",4,2024-02-27 14:33:56
537,Motiion,25.232727272727274,education_technology,Motiion is an all-in-one mobile platform for the professional dance ecosystem.,68.56363636363636,91.81818181818181,65,28,90,14.4,26,10,0,True,"KUU SANFORD, JAY TELLIS",2,2024-02-27 14:33:56
538,TrueNation AI,24.900000000000002,underrepresented_founders,"TrueNation AI is an AI tool that provides clear, contextual, correct answers to combat misinformation.",68.5,95,57,50,90,14,35,0,0,False,Matthew,1,2024-02-27 14:33:56
539,myday,24.69,health_and_wellness,"myday is an employee wellness platform that delivers ESG goals and supports large-scale employers in achieving their wellbeing, culture, and climate goals.",81.85,95,87,29,100,10.4,26,0,0,True,James Parkes,1,2024-02-27 14:33:56
540,Kurt,24.410909090909094,other,"Kurt is a platform that connects football lovers, making it easy to find, join, and organize pick-up games while fostering a vibrant community of players.",72.45454545454545,98.77272727272727,91,48,0,12.4,26,0,10,True,Alberto Ravasini,1,2024-02-27 14:33:56
541,Sixth Degree Tech LTD,24.32,other,"Sixth Degree is a networking platform for the Film & TV industry, integrating crew, third-party suppliers and productions in one place.",72,95,91,30,20,12.4,26,0,10,True,Not specified,1,2024-02-27 14:33:56
542,b-char,24.020000000000003,planet_positive,b-char is a startup that makes the pyrolysis of bio-waste into biochar accessible.,70.5,95,61,50,90,12.4,26,0,10,True,Darius Stulz,1,2024-02-27 14:33:56
543,Elkeness,23.729090909090914,other,Elkeness is an AI-powered solution designed to counteract inefficient meetings and improve productivity.,70.64545454545456,97.72727272727273,65,34,90,12,0,30,0,True,"Joe Don Mello, Tina Christine, David Goldman",3,2024-02-27 14:33:56
544,Luca,23.03,health_and_wellness,"Luca is a digital platform that addresses athlete mental and brain health, providing data-driven insights and proactive support.",73.55,95,74,37,80,10.4,26,0,0,False,"Nick Greenhalgh, Vas Nikolaou",2,2024-02-27 14:33:56
545,Fourth Wall Social,22.810000000000002,other,Fourth Wall Social is a platform connecting content creators with brands for potential purchase of their creations.,70.05,85,65,57,80,11,0,0,55,False,,0,2024-02-27 14:33:56
546,Appbroda,22.705714285714286,other,"Appbroda provides a no/low-code solution that ingests & aggregates data from the most used app dev tools/SDKs, leveraging data science models to enhance monetization & acquisition strategies.",57.52857142857143,97.14285714285714,57,44,20,14,0,30,10,False,,0,2024-02-27 14:33:56
